  #K-Path    Energy        Ga        Ti        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    4.548    8.0823     0.013     0.317     0.024
    4.528    8.0855     0.025     0.329     0.016
    4.508    8.0861     0.035     0.335     0.016
    4.488    8.0827     0.042     0.334     0.016
    4.468    8.0961     0.030     0.273     0.048
    4.448    8.1219     0.018     0.268     0.048
    4.428    8.1023     0.011     0.278     0.048
    4.408    8.0592     0.098     0.227     0.272
    4.388    8.0272     0.008     0.290     0.056
    4.368    7.9903     0.007     0.293     0.056
    4.348    7.9567     0.007     0.295     0.056
    4.328    7.9272     0.007     0.295     0.056
    4.307    7.9019     0.006     0.296     0.056
    4.287    7.8812     0.006     0.298     0.056
    4.267    7.8651     0.006     0.299     0.056
    4.247    7.8536     0.006     0.301     0.056
    4.227    7.8467     0.006     0.301     0.056
    4.207    7.8444     0.006     0.300     0.056
    4.207    8.5285     0.000     0.042     0.000
    4.165    8.3729     0.001     0.063     0.052
    4.124    8.0923     0.001     0.094     0.092
    4.082    7.9443     0.005     0.325     0.224
    4.040    8.0671     0.008     0.316     0.220
    3.999    8.1696     0.014     0.299     0.220
    3.957    8.1959     0.030     0.227     0.248
    3.915    8.0507     0.036     0.173     0.272
    3.874    7.8541     0.042     0.189     0.268
    3.832    7.8541     0.024     0.282     0.068
    3.790    7.8836     0.021     0.365     0.080
    3.748    7.8379     0.007     0.181     0.200
    3.707    7.8865     0.000     0.434     0.032
    3.665    8.1846     0.003     0.172     0.140
    3.623    8.3917     0.010     0.171     0.148
    3.582    8.5031     0.021     0.192     0.148
    3.540    8.5418     0.025     0.214     0.144
    3.498    8.6046     0.024     0.235     0.136
    3.456    8.5868     0.023     0.230     0.136
    3.415    8.5807     0.023     0.229     0.136
    3.415    8.5807     0.023     0.229     0.136
    3.385    8.5836     0.023     0.229     0.136
    3.356    8.5903     0.024     0.225     0.144
    3.326    8.5950     0.024     0.220     0.144
    3.297    8.5891     0.023     0.221     0.152
    3.267    8.5266     0.026     0.209     0.160
    3.238    8.4490     0.027     0.193     0.160
    3.208    8.3850     0.028     0.181     0.168
    3.179    8.2827     0.016     0.365     0.088
    3.149    8.1630     0.017     0.384     0.072
    3.120    8.0495     0.018     0.392     0.064
    3.090    8.0031     0.001     0.281     0.120
    3.061    8.0685     0.031     0.146     0.184
    3.031    8.2446     0.027     0.154     0.152
    3.002    8.2641     0.006     0.211     0.064
    2.972    8.1873     0.004     0.253     0.048
    2.943    8.1353     0.002     0.280     0.032
    2.913    8.1022     0.002     0.295     0.032
    2.884    8.0837     0.001     0.301     0.024
    2.854    8.0776     0.001     0.302     0.024
    2.854    8.0776     0.001     0.302     0.024
    2.825    8.0440     0.000     0.313     0.032
    2.796    7.9902     0.000     0.323     0.040
    2.766    7.9325     0.001     0.331     0.040
    2.737    7.8673     0.003     0.342     0.040
    2.707    7.8762     0.001     0.105     0.240
    2.678    8.0750     0.001     0.102     0.232
    2.648    8.2627     0.003     0.102     0.216
    2.619    8.4334     0.005     0.104     0.200
    2.589    8.5785     0.008     0.112     0.184
    2.560    8.6694     0.012     0.146     0.176
    2.530    8.6010     0.010     0.243     0.192
    2.501    8.4485     0.007     0.273     0.200
    2.471    8.2899     0.006     0.290     0.200
    2.442    8.1364     0.006     0.304     0.208
    2.412    7.9918     0.005     0.316     0.208
    2.383    8.0139     0.001     0.102     0.104
    2.353    8.2460     0.002     0.078     0.080
    2.324    8.4405     0.001     0.056     0.032
    2.294    8.5285     0.000     0.042     0.000
    2.294    8.5285     0.000     0.042     0.000
    2.274    8.5409     0.000     0.045     0.000
    2.254    8.5695     0.001     0.051     0.000
    2.234    8.6041     0.001     0.055     0.000
    2.214    8.6204     0.024     0.209     0.184
    2.194    8.4982     0.024     0.230     0.180
    2.174    8.3758     0.024     0.249     0.176
    2.154    8.2551     0.024     0.271     0.176
    2.134    8.1380     0.025     0.293     0.180
    2.114    8.0852     0.064     0.242     0.040
    2.094    8.1161     0.000     0.013     0.000
    2.073    8.0963     0.105     0.179     0.140
    2.053    8.1342     0.100     0.153     0.160
    2.033    8.1557     0.094     0.135     0.180
    2.013    8.1654     0.089     0.119     0.192
    1.993    8.1680     0.084     0.109     0.204
    1.973    8.1671     0.080     0.100     0.216
    1.953    8.1650     0.078     0.096     0.220
    1.933    8.1632     0.076     0.094     0.224
    1.913    8.1626     0.076     0.094     0.224
    1.913    8.1626     0.076     0.093     0.224
    1.871    8.0668     0.100     0.331     0.096
    1.830    8.0352     0.072     0.264     0.144
    1.788    8.0491     0.037     0.312     0.180
    1.746    8.1091     0.028     0.360     0.184
    1.704    8.1710     0.035     0.381     0.168
    1.663    8.2068     0.057     0.351     0.136
    1.621    8.2209     0.012     0.344     0.148
    1.579    8.3342     0.041     0.384     0.148
    1.538    8.3029     0.080     0.291     0.180
    1.496    8.1856     0.018     0.275     0.160
    1.454    8.0184     0.002     0.188     0.232
    1.413    7.6861     0.003     0.134     0.236
    1.371    7.3401     0.003     0.163     0.240
    1.329    7.0942     0.000     0.219     0.260
    1.287    7.0220     0.028     0.437     0.096
    1.246    7.1653     0.054     0.435     0.076
    1.204    7.3867     0.077     0.417     0.060
    1.162    7.6223     0.096     0.406     0.040
    1.121    7.7515     0.111     0.405     0.020
    1.121    7.7515     0.111     0.405     0.020
    1.091    7.7247     0.106     0.409     0.024
    1.062    7.6500     0.095     0.413     0.024
    1.032    7.5399     0.080     0.428     0.024
    1.003    7.4078     0.064     0.443     0.032
    0.973    7.2662     0.048     0.458     0.040
    0.944    7.1312     0.031     0.468     0.048
    0.914    7.3918     0.000     0.209     0.240
    0.885    7.5275     0.054     0.330     0.096
    0.855    7.6642     0.010     0.161     0.232
    0.826    7.8758     0.053     0.404     0.040
    0.796    7.8264     0.097     0.184     0.168
    0.767    8.0358     0.014     0.195     0.208
    0.737    8.2377     0.011     0.213     0.136
    0.708    8.0383     0.012     0.221     0.136
    0.678    7.8453     0.012     0.234     0.136
    0.649    7.6603     0.012     0.247     0.136
    0.619    7.6403     0.006     0.255     0.168
    0.590    7.8204     0.001     0.244     0.184
    0.560    7.8444     0.006     0.300     0.056
    0.560    7.8444     0.006     0.300     0.056
    0.531    7.7440     0.015     0.315     0.040
    0.501    7.7357     0.059     0.345     0.024
    0.472    7.6437     0.036     0.320     0.048
    0.442    7.7628     0.065     0.317     0.024
    0.413    7.9475     0.075     0.310     0.024
    0.383    8.1991     0.000     0.003     0.312
    0.354    8.3419     0.087     0.300     0.016
    0.324    8.5393     0.089     0.292     0.016
    0.295    8.6241     0.022     0.303     0.112
    0.265    8.4447     0.022     0.330     0.136
    0.236    8.3215     0.105     0.337     0.048
    0.206    8.2888     0.107     0.356     0.048
    0.177    8.2512     0.110     0.375     0.048
    0.147    8.2128     0.112     0.390     0.048
    0.118    8.1771     0.113     0.404     0.056
    0.088    8.1472     0.114     0.411     0.056
    0.059    8.1259     0.112     0.407     0.064
    0.029    8.1251     0.094     0.280     0.128
    0.000    8.1626     0.076     0.093     0.228
 
# Band-Index:  107
    0.000    8.1626     0.076     0.093     0.228
    0.029    8.1670     0.076     0.096     0.224
    0.059    8.1802     0.075     0.104     0.216
    0.088    8.2019     0.074     0.122     0.216
    0.118    8.2319     0.073     0.150     0.200
    0.147    8.2701     0.069     0.189     0.184
    0.177    8.3180     0.061     0.248     0.168
    0.206    8.3796     0.049     0.305     0.152
    0.236    8.4587     0.037     0.339     0.152
    0.265    8.5533     0.031     0.330     0.160
    0.295    8.6563     0.028     0.288     0.184
    0.324    8.7619     0.026     0.239     0.208
    0.354    8.5135     0.000     0.000     0.312
    0.383    8.2316     0.097     0.285     0.048
    0.413    8.1261     0.094     0.293     0.040
    0.442    7.9933     0.088     0.310     0.032
    0.472    7.8514     0.079     0.332     0.032
    0.501    7.8137     0.007     0.267     0.080
    0.531    8.0555     0.001     0.228     0.288
    0.560    7.9781     0.001     0.227     0.280
    0.560    7.9781     0.001     0.227     0.280
    0.590    7.8920     0.009     0.290     0.080
    0.619    8.0084     0.016     0.273     0.120
    0.649    8.1623     0.023     0.255     0.144
    0.678    8.3390     0.031     0.242     0.152
    0.708    8.5108     0.038     0.207     0.160
    0.737    8.3072     0.015     0.180     0.200
    0.767    8.1034     0.006     0.170     0.224
    0.796    7.8824     0.027     0.285     0.144
    0.826    7.9121     0.031     0.151     0.192
    0.855    7.9247     0.000     0.176     0.232
    0.885    7.6568     0.000     0.192     0.240
    0.914    7.5705     0.058     0.332     0.088
    0.944    7.6205     0.061     0.334     0.080
    0.973    7.6705     0.064     0.334     0.080
    1.003    7.7157     0.068     0.336     0.072
    1.032    7.7514     0.073     0.341     0.064
    1.062    7.7711     0.082     0.352     0.048
    1.091    7.7667     0.097     0.377     0.032
    1.121    7.7515     0.111     0.405     0.020
    1.121    7.7515     0.111     0.405     0.020
    1.162    7.8462     0.098     0.378     0.020
    1.204    7.9058     0.073     0.381     0.024
    1.246    7.7955     0.042     0.413     0.028
    1.287    7.5823     0.025     0.441     0.028
    1.329    7.3436     0.016     0.464     0.032
    1.371    7.4066     0.001     0.191     0.260
    1.413    7.7379     0.004     0.157     0.256
    1.454    8.0438     0.005     0.109     0.236
    1.496    8.3724     0.068     0.208     0.176
    1.538    8.3544     0.041     0.361     0.140
    1.579    8.3723     0.063     0.218     0.212
    1.621    8.2909     0.038     0.385     0.160
    1.663    8.2840     0.040     0.264     0.180
    1.704    8.4301     0.068     0.272     0.136
    1.746    8.3673     0.108     0.361     0.096
    1.788    8.2770     0.113     0.356     0.096
    1.830    8.2166     0.105     0.304     0.128
    1.871    8.1789     0.090     0.199     0.180
    1.913    8.1626     0.076     0.093     0.224
    1.913    8.1626     0.076     0.094     0.224
    1.933    8.1632     0.076     0.094     0.224
    1.953    8.1650     0.078     0.096     0.220
    1.973    8.1671     0.080     0.100     0.216
    1.993    8.1680     0.084     0.109     0.204
    2.013    8.1655     0.115     0.384     0.048
    2.033    8.1866     0.112     0.356     0.048
    2.053    8.1974     0.104     0.325     0.048
    2.073    8.1880     0.092     0.287     0.040
    2.094    8.1506     0.077     0.256     0.040
    2.114    8.1422     0.000     0.016     0.000
    2.134    8.1704     0.001     0.016     0.000
    2.154    8.2551     0.024     0.271     0.176
    2.174    8.3758     0.024     0.249     0.176
    2.194    8.4982     0.024     0.230     0.180
    2.214    8.6204     0.024     0.209     0.184
    2.234    8.7404     0.024     0.190     0.192
    2.254    8.8564     0.023     0.172     0.196
    2.274    8.9417     0.122     0.291     0.016
    2.294    8.9460     0.122     0.291     0.016
    2.294    8.9460     0.122     0.291     0.016
    2.324    8.9522     0.116     0.281     0.024
    2.353    8.9806     0.108     0.267     0.032
    2.383    9.0245     0.097     0.252     0.040
    2.412    9.0371     0.017     0.141     0.176
    2.442    9.0193     0.015     0.142     0.168
    2.471    8.9872     0.013     0.145     0.160
    2.501    8.9378     0.010     0.145     0.160
    2.530    8.8775     0.005     0.160     0.168
    2.560    8.8166     0.032     0.281     0.112
    2.589    8.7287     0.032     0.292     0.112
    2.619    8.6018     0.012     0.124     0.240
    2.648    8.4724     0.033     0.145     0.240
    2.678    8.4181     0.069     0.177     0.240
    2.707    8.3736     0.037     0.318     0.096
    2.737    8.2934     0.037     0.321     0.096
    2.766    8.2325     0.033     0.319     0.088
    2.796    8.2169     0.023     0.309     0.080
    2.825    8.2658     0.011     0.288     0.080
    2.854    8.2751     0.001     0.275     0.072
    2.854    8.2751     0.001     0.275     0.072
    2.884    8.2794     0.001     0.270     0.072
    2.913    8.2913     0.002     0.260     0.080
    2.943    8.3077     0.004     0.240     0.088
    2.972    8.3215     0.007     0.215     0.096
    3.002    8.3150     0.014     0.187     0.112
    3.031    8.3652     0.007     0.170     0.088
    3.061    8.4787     0.008     0.145     0.112
    3.090    8.2455     0.055     0.160     0.240
    3.120    8.1198     0.062     0.297     0.104
    3.149    8.2133     0.040     0.354     0.064
    3.179    8.3431     0.026     0.171     0.176
    3.208    8.3993     0.017     0.332     0.112
    3.238    8.4973     0.019     0.282     0.136
    3.267    8.5606     0.022     0.241     0.144
    3.297    8.6139     0.023     0.222     0.160
    3.326    8.7115     0.022     0.238     0.152
    3.356    8.7516     0.048     0.175     0.064
    3.385    8.6964     0.045     0.168     0.056
    3.415    8.6732     0.042     0.162     0.056
    3.415    8.6732     0.042     0.162     0.056
    3.456    8.7163     0.047     0.171     0.060
    3.498    8.7122     0.022     0.238     0.140
    3.540    8.6317     0.025     0.245     0.136
    3.582    8.6596     0.026     0.266     0.132
    3.623    8.5160     0.004     0.419     0.048
    3.665    8.1894     0.001     0.431     0.032
    3.707    7.9205     0.001     0.183     0.128
    3.748    7.9420     0.011     0.243     0.172
    3.790    8.0280     0.016     0.190     0.204
    3.832    8.1396     0.010     0.232     0.224
    3.874    8.2011     0.006     0.230     0.236
    3.915    8.2914     0.005     0.220     0.236
    3.957    8.4100     0.007     0.210     0.232
    3.999    8.5455     0.012     0.199     0.220
    4.040    8.6838     0.019     0.192     0.212
    4.082    8.8101     0.029     0.193     0.192
    4.124    8.9058     0.051     0.211     0.148
    4.165    8.9463     0.098     0.262     0.060
    4.207    8.9460     0.122     0.291     0.016
    4.207    7.9781     0.001     0.227     0.280
    4.227    8.0059     0.001     0.227     0.272
    4.247    8.0441     0.001     0.272     0.048
    4.267    8.0439     0.001     0.269     0.048
    4.287    8.0436     0.002     0.263     0.048
    4.307    8.0434     0.004     0.259     0.048
    4.328    8.0435     0.006     0.256     0.056
    4.348    8.0440     0.009     0.256     0.056
    4.368    8.0454     0.013     0.257     0.048
    4.388    8.0480     0.019     0.263     0.048
    4.408    8.0659     0.009     0.286     0.056
    4.428    8.1630     0.107     0.224     0.272
    4.448    8.2203     0.015     0.296     0.088
    4.468    8.2326     0.009     0.295     0.072
    4.488    8.2591     0.006     0.286     0.064
    4.508    8.2788     0.004     0.277     0.064
    4.528    8.2848     0.002     0.275     0.064
    4.548    8.2816     0.001     0.275     0.064
    4.568    8.2770     0.001     0.276     0.072
    4.588    8.2751     0.001     0.275     0.072
    4.588    7.7515     0.111     0.405     0.020
    4.608    7.7579     0.110     0.403     0.020
    4.628    7.7769     0.110     0.404     0.020
    4.649    7.8078     0.109     0.402     0.020
    4.669    7.8500     0.108     0.401     0.024
    4.689    7.9023     0.107     0.400     0.024
    4.709    7.9634     0.106     0.396     0.028
    4.729    8.0323     0.105     0.391     0.032
    4.749    8.1076     0.104     0.387     0.036
    4.769    8.1879     0.104     0.382     0.044
    4.789    8.2719     0.104     0.374     0.048
    4.809    8.3578     0.104     0.366     0.052
    4.829    8.4433     0.105     0.354     0.060
    4.849    8.5251     0.107     0.343     0.064
    4.869    8.5979     0.109     0.327     0.076
    4.889    8.6519     0.108     0.306     0.084
    4.909    8.6730     0.100     0.279     0.104
    4.929    8.6516     0.076     0.255     0.120
    4.949    8.6056     0.042     0.236     0.132
    4.970    8.6732     0.042     0.162     0.056
 
# Band-Index:  108
    4.970    8.9483     0.071     0.306     0.056
    4.949    8.9333     0.071     0.308     0.056
    4.929    8.8902     0.069     0.311     0.056
    4.909    8.8238     0.066     0.313     0.048
    4.889    8.7398     0.063     0.317     0.048
    4.869    8.6437     0.061     0.320     0.048
    4.849    8.5394     0.059     0.323     0.048
    4.829    8.4433     0.105     0.354     0.060
    4.809    8.3578     0.104     0.366     0.052
    4.789    8.2719     0.104     0.374     0.048
    4.769    8.2142     0.102     0.206     0.192
    4.749    8.2395     0.095     0.220     0.192
    4.729    8.2608     0.089     0.237     0.192
    4.709    8.2783     0.083     0.253     0.184
    4.689    8.2924     0.079     0.273     0.184
    4.669    8.3034     0.075     0.288     0.176
    4.649    8.3115     0.071     0.299     0.176
    4.628    8.3171     0.069     0.309     0.168
    4.608    8.3204     0.068     0.315     0.168
    4.588    8.3215     0.068     0.316     0.168
    4.588    8.3204     0.000     0.273     0.072
    4.568    8.3211     0.000     0.271     0.072
    4.548    8.3220     0.000     0.267     0.072
    4.528    8.3209     0.000     0.264     0.072
    4.508    8.3158     0.001     0.267     0.072
    4.488    8.3071     0.001     0.270     0.072
    4.468    8.2972     0.001     0.274     0.072
    4.448    8.2634     0.115     0.219     0.264
    4.428    8.2380     0.018     0.281     0.088
    4.408    8.2653     0.018     0.272     0.088
    4.388    8.2754     0.004     0.274     0.072
    4.368    8.2749     0.005     0.272     0.072
    4.348    8.2759     0.005     0.266     0.072
    4.328    8.2781     0.006     0.258     0.072
    4.307    8.2813     0.006     0.253     0.072
    4.287    8.2853     0.006     0.246     0.072
    4.267    8.1864     0.001     0.231     0.272
    4.247    8.0807     0.001     0.229     0.272
    4.227    8.0443     0.000     0.274     0.048
    4.207    8.0443     0.000     0.275     0.048
    4.207    9.0487     0.017     0.135     0.200
    4.165    9.0282     0.018     0.137     0.204
    4.124    8.9658     0.019     0.135     0.220
    4.082    8.8611     0.020     0.137     0.240
    4.040    8.7188     0.020     0.144     0.256
    3.999    8.5556     0.016     0.163     0.264
    3.957    8.4393     0.003     0.239     0.240
    3.915    8.4788     0.001     0.304     0.216
    3.874    8.5752     0.004     0.314     0.208
    3.832    8.4820     0.014     0.181     0.212
    3.790    8.2847     0.016     0.239     0.216
    3.748    8.0416     0.006     0.300     0.132
    3.707    8.1669     0.008     0.356     0.080
    3.665    8.3369     0.003     0.351     0.084
    3.623    8.5271     0.000     0.356     0.076
    3.582    8.7306     0.001     0.350     0.076
    3.540    8.8294     0.047     0.303     0.148
    3.498    8.8004     0.049     0.186     0.072
    3.456    8.9125     0.056     0.301     0.088
    3.415    8.9483     0.071     0.306     0.056
    3.415    8.9483     0.071     0.306     0.056
    3.385    8.9192     0.055     0.296     0.088
    3.356    8.8214     0.027     0.260     0.136
    3.326    8.8115     0.046     0.176     0.080
    3.297    8.8445     0.043     0.204     0.064
    3.267    8.7582     0.023     0.312     0.080
    3.238    8.6265     0.021     0.339     0.080
    3.208    8.4856     0.024     0.352     0.072
    3.179    8.3449     0.030     0.358     0.064
    3.149    8.3357     0.025     0.166     0.184
    3.120    8.3742     0.026     0.174     0.192
    3.090    8.4563     0.037     0.196     0.184
    3.061    8.5177     0.042     0.142     0.248
    3.031    8.5381     0.001     0.181     0.112
    3.002    8.4787     0.000     0.203     0.104
    2.972    8.4254     0.000     0.224     0.096
    2.943    8.3812     0.000     0.243     0.088
    2.913    8.3480     0.000     0.258     0.080
    2.884    8.3274     0.000     0.269     0.072
    2.854    8.3204     0.000     0.273     0.072
    2.854    8.3204     0.000     0.273     0.072
    2.825    8.3343     0.007     0.264     0.064
    2.796    8.4333     0.018     0.265     0.072
    2.766    8.5015     0.026     0.290     0.088
    2.737    8.4973     0.120     0.200     0.232
    2.707    8.4394     0.100     0.195     0.232
    2.678    8.4604     0.036     0.315     0.104
    2.648    8.5494     0.034     0.309     0.104
    2.619    8.6392     0.033     0.301     0.112
    2.589    8.7640     0.004     0.119     0.232
    2.560    8.8814     0.000     0.240     0.192
    2.530    8.9003     0.033     0.271     0.112
    2.501    8.9758     0.036     0.256     0.104
    2.471    9.0356     0.043     0.245     0.096
    2.442    9.0680     0.058     0.237     0.072
    2.412    9.0619     0.079     0.239     0.056
    2.383    9.0453     0.017     0.140     0.184
    2.353    9.0482     0.017     0.136     0.192
    2.324    9.0487     0.017     0.136     0.200
    2.294    9.0487     0.017     0.135     0.200
    2.294    9.0487     0.017     0.136     0.200
    2.274    8.9662     0.022     0.158     0.208
    2.254    8.8564     0.023     0.172     0.196
    2.234    8.7404     0.024     0.190     0.192
    2.214    8.6407     0.001     0.061     0.000
    2.194    8.6778     0.002     0.066     0.000
    2.174    8.7142     0.002     0.069     0.000
    2.154    8.7496     0.002     0.075     0.000
    2.134    8.7293     0.104     0.309     0.024
    2.114    8.6992     0.094     0.297     0.024
    2.094    8.6846     0.079     0.273     0.024
    2.073    8.6924     0.063     0.231     0.024
    2.053    8.7228     0.049     0.186     0.016
    2.033    8.7683     0.040     0.145     0.016
    2.013    8.8191     0.034     0.111     0.008
    1.993    8.8676     0.031     0.087     0.008
    1.973    8.9089     0.030     0.069     0.008
    1.953    8.9403     0.029     0.055     0.008
    1.933    8.9597     0.028     0.048     0.000
    1.913    8.9663     0.028     0.045     0.000
    1.913    8.9663     0.028     0.045     0.000
    1.871    8.9693     0.027     0.049     0.008
    1.830    8.9763     0.024     0.056     0.012
    1.788    8.9730     0.074     0.213     0.156
    1.746    8.7797     0.078     0.228     0.152
    1.704    8.6256     0.108     0.317     0.112
    1.663    8.7031     0.108     0.361     0.096
    1.621    8.5731     0.044     0.184     0.204
    1.579    8.4153     0.012     0.317     0.140
    1.538    8.5710     0.014     0.234     0.148
    1.496    8.3957     0.007     0.102     0.220
    1.454    8.0866     0.006     0.130     0.256
    1.413    7.8993     0.067     0.137     0.168
    1.371    8.2315     0.097     0.128     0.176
    1.329    8.5124     0.123     0.119     0.188
    1.287    8.5829     0.046     0.350     0.128
    1.246    8.5799     0.052     0.338     0.132
    1.204    8.5387     0.064     0.330     0.136
    1.162    8.4213     0.073     0.322     0.148
    1.121    8.3215     0.068     0.316     0.168
    1.121    8.3215     0.068     0.316     0.168
    1.091    8.3855     0.073     0.320     0.152
    1.062    8.5437     0.082     0.323     0.128
    1.032    8.5579     0.016     0.420     0.016
    1.003    8.4389     0.024     0.423     0.024
    0.973    8.3238     0.032     0.423     0.024
    0.944    8.2158     0.038     0.423     0.024
    0.914    8.1158     0.044     0.422     0.032
    0.885    8.0243     0.049     0.418     0.032
    0.855    7.9424     0.052     0.418     0.032
    0.826    8.0509     0.089     0.164     0.224
    0.796    8.2557     0.018     0.127     0.232
    0.767    8.4387     0.011     0.199     0.136
    0.737    8.3845     0.006     0.148     0.232
    0.708    8.6162     0.012     0.193     0.208
    0.678    8.5508     0.006     0.190     0.088
    0.649    8.4449     0.006     0.205     0.080
    0.619    8.3645     0.006     0.220     0.080
    0.590    8.2022     0.001     0.260     0.136
    0.560    8.0443     0.000     0.275     0.048
    0.560    8.0443     0.000     0.275     0.048
    0.531    8.0754     0.006     0.246     0.080
    0.501    8.2316     0.002     0.227     0.296
    0.472    8.4490     0.003     0.222     0.304
    0.442    8.6863     0.005     0.214     0.312
    0.413    8.9275     0.009     0.202     0.312
    0.383    8.9702     0.025     0.164     0.248
    0.354    8.8676     0.026     0.194     0.232
    0.324    8.8336     0.000     0.000     0.312
    0.295    8.7591     0.106     0.300     0.040
    0.265    8.9342     0.110     0.269     0.016
    0.236    8.9601     0.009     0.153     0.256
    0.206    8.9752     0.021     0.162     0.232
    0.177    9.0193     0.035     0.176     0.208
    0.147    9.0208     0.144     0.234     0.072
    0.118    8.9981     0.133     0.214     0.072
    0.088    8.9817     0.116     0.193     0.064
    0.059    8.9722     0.089     0.168     0.048
    0.029    8.9679     0.027     0.047     0.000
    0.000    8.9663     0.028     0.045     0.000
 
# Band-Index:  109
    0.000    8.9729     0.006     0.110     0.000
    0.029    8.9707     0.042     0.135     0.024
    0.059    8.9736     0.026     0.049     0.008
    0.088    8.9848     0.025     0.055     0.008
    0.118    9.0028     0.025     0.059     0.008
    0.147    9.0278     0.025     0.065     0.016
    0.177    9.0494     0.153     0.256     0.072
    0.206    9.0836     0.160     0.275     0.072
    0.236    9.0656     0.085     0.186     0.016
    0.265    8.9855     0.003     0.162     0.264
    0.295    9.0545     0.001     0.187     0.256
    0.324    8.8434     0.034     0.296     0.128
    0.354    9.0403     0.031     0.265     0.112
    0.383    9.1179     0.114     0.358     0.048
    0.413    9.0033     0.076     0.343     0.056
    0.442    8.8426     0.041     0.309     0.064
    0.472    8.6380     0.019     0.281     0.064
    0.501    8.4115     0.009     0.270     0.064
    0.531    8.1887     0.003     0.272     0.056
    0.560    8.2968     0.006     0.234     0.072
    0.560    8.2968     0.006     0.234     0.072
    0.590    8.3140     0.006     0.229     0.072
    0.619    8.3866     0.002     0.262     0.144
    0.649    8.5674     0.004     0.262     0.136
    0.678    8.6664     0.007     0.195     0.104
    0.708    8.6646     0.007     0.148     0.224
    0.737    8.7526     0.040     0.222     0.176
    0.767    8.5439     0.015     0.113     0.224
    0.796    8.4521     0.003     0.141     0.208
    0.826    8.1931     0.001     0.160     0.224
    0.855    8.1866     0.115     0.157     0.184
    0.885    8.3538     0.121     0.145     0.184
    0.914    8.5206     0.128     0.131     0.192
    0.944    8.6825     0.137     0.122     0.192
    0.973    8.8357     0.146     0.111     0.192
    1.003    8.9491     0.088     0.319     0.112
    1.032    8.7424     0.087     0.322     0.120
    1.062    8.6727     0.009     0.416     0.016
    1.091    8.7646     0.002     0.412     0.008
    1.121    8.8017     0.000     0.409     0.000
    1.121    8.8017     0.000     0.409     0.000
    1.162    8.7392     0.006     0.413     0.008
    1.204    8.6798     0.031     0.401     0.008
    1.246    8.7677     0.067     0.370     0.012
    1.287    8.7482     0.141     0.108     0.192
    1.329    8.5698     0.043     0.358     0.128
    1.371    8.5475     0.040     0.367     0.128
    1.413    8.5103     0.035     0.363     0.120
    1.454    8.2271     0.033     0.314     0.132
    1.496    8.4572     0.002     0.176     0.236
    1.538    8.5958     0.014     0.279     0.180
    1.579    8.7980     0.043     0.288     0.144
    1.621    8.8119     0.084     0.334     0.112
    1.663    8.7769     0.019     0.161     0.176
    1.704    8.9153     0.002     0.121     0.112
    1.746    8.9700     0.010     0.091     0.056
    1.788    8.9810     0.019     0.069     0.028
    1.830    9.0047     0.110     0.181     0.060
    1.871    8.9739     0.063     0.149     0.036
    1.913    8.9729     0.006     0.110     0.000
    1.913    8.9729     0.006     0.110     0.000
    1.933    8.9713     0.006     0.110     0.000
    1.953    8.9667     0.005     0.111     0.000
    1.973    8.9589     0.005     0.106     0.000
    1.993    8.9479     0.005     0.105     0.000
    2.013    8.9336     0.005     0.102     0.000
    2.033    8.9160     0.004     0.098     0.000
    2.053    8.8952     0.004     0.095     0.000
    2.073    8.8492     0.012     0.180     0.232
    2.094    8.8242     0.006     0.165     0.248
    2.114    8.8151     0.003     0.083     0.000
    2.134    8.7833     0.003     0.077     0.000
    2.154    8.7673     0.111     0.312     0.024
    2.174    8.8075     0.115     0.309     0.024
    2.194    8.8460     0.118     0.304     0.024
    2.214    8.8802     0.120     0.300     0.024
    2.234    8.9083     0.121     0.297     0.016
    2.254    8.9290     0.122     0.293     0.016
    2.274    8.9662     0.022     0.158     0.208
    2.294    9.0487     0.017     0.136     0.200
    2.294    9.0487     0.017     0.135     0.200
    2.324    9.0916     0.017     0.137     0.160
    2.353    9.1149     0.027     0.173     0.232
    2.383    9.1336     0.026     0.175     0.232
    2.412    9.1406     0.018     0.193     0.112
    2.442    9.1058     0.019     0.206     0.112
    2.471    9.0601     0.020     0.219     0.112
    2.501    9.0068     0.021     0.232     0.112
    2.530    8.9484     0.022     0.246     0.112
    2.560    8.8866     0.023     0.260     0.112
    2.589    8.8231     0.024     0.271     0.112
    2.619    8.7596     0.025     0.285     0.112
    2.648    8.6978     0.027     0.296     0.112
    2.678    8.6400     0.028     0.305     0.112
    2.707    8.5885     0.029     0.310     0.112
    2.737    8.5447     0.029     0.306     0.104
    2.766    8.5624     0.134     0.203     0.240
    2.796    8.6189     0.144     0.205     0.240
    2.825    8.6255     0.013     0.268     0.080
    2.854    8.5430     0.022     0.273     0.080
    2.854    8.5430     0.022     0.273     0.080
    2.884    8.5455     0.026     0.269     0.088
    2.913    8.5531     0.038     0.266     0.104
    2.943    8.5651     0.052     0.263     0.120
    2.972    8.5802     0.066     0.264     0.136
    3.002    8.5944     0.079     0.268     0.144
    3.031    8.5958     0.089     0.270     0.160
    3.061    8.5497     0.067     0.237     0.176
    3.090    8.5724     0.008     0.157     0.160
    3.120    8.5634     0.005     0.265     0.168
    3.149    8.5618     0.004     0.305     0.136
    3.179    8.5973     0.003     0.328     0.120
    3.208    8.6657     0.001     0.345     0.112
    3.238    8.7792     0.000     0.352     0.112
